,Train Project,Test Project,Prediction Score
714,NSPR,Conduit,0.00
715,NSPR,Data Science,0.00
716,NSPR,Shield,0.00
717,NSPR,Remote Protocol,0.00
718,NSPR,Testing Graveyard,0.00
719,NSPR,Camino Graveyard,0.00
720,NSPR,Core Graveyard,0.00
721,NSPR,Cloud Services Graveyard,0.00
722,NSPR,Firefox Graveyard,0.00
723,NSPR,Add-on SDK Graveyard,0.00
724,NSPR,Firefox for Android Graveyard,0.00
725,NSPR,Toolkit Graveyard,0.00
726,NSPR,Penelope Graveyard,0.00
727,NSPR,Web Compatibility,0.00
728,NSPR,Infrastructure & Operations Graveyard,0.00
729,NSPR,DevTools Graveyard,0.00
730,NSPR,Testopia,1.00
731,NSPR,Directory,1.00
732,mozilla.org,Core,0.54
733,mozilla.org,MailNews Core,0.06
734,mozilla.org,SeaMonkey,0.05
735,mozilla.org,Bugzilla,0.12
736,mozilla.org,Firefox,0.62
737,mozilla.org,Other Applications,0.27
738,mozilla.org,NSS,0.03
739,mozilla.org,Calendar,0.11
740,mozilla.org,Thunderbird,0.08
741,mozilla.org,Marketing,0.97
742,mozilla.org,Toolkit,0.78
743,mozilla.org,NSPR,0.11
744,mozilla.org,Testing,0.99
745,mozilla.org,Firefox Build System,0.98
746,mozilla.org,Socorro,0.96
747,mozilla.org,DevTools,0.98
748,mozilla.org,developer.mozilla.org,0.99
749,mozilla.org,Participation Infrastructure,0.99
750,mozilla.org,www.mozilla.org,1.00
751,mozilla.org,Infrastructure & Operations,0.99
752,mozilla.org,Developer Engagement,0.83
753,mozilla.org,Enterprise Information Security,1.00
754,mozilla.org,Instantbird,1.00
755,mozilla.org,Chat Core,0.97
756,mozilla.org,Mozilla Foundation Communications,1.00
757,mozilla.org,Firefox for Android,0.98
758,mozilla.org,Tree Management,0.99
759,mozilla.org,Community Building,1.00
760,mozilla.org,support.mozilla.org,0.88
761,mozilla.org,bugzilla.mozilla.org,0.96
762,mozilla.org,Developer Documentation,1.00
763,mozilla.org,WebExtensions,0.95
764,mozilla.org,Localization Infrastructure and Tools,1.00
765,mozilla.org,Cloud Services,0.92
766,mozilla.org,Firefox for iOS,0.99
767,mozilla.org,Taskcluster,0.99
768,mozilla.org,GeckoView,1.00
769,mozilla.org,Release Engineering,0.99
770,mozilla.org,Data Platform and Tools,1.00
771,mozilla.org,Developer Services,0.99
772,mozilla.org,Focus-iOS,1.00
773,mozilla.org,Webtools,0.79
774,mozilla.org,External Software Affecting Firefox,1.00
775,mozilla.org,Conduit,0.93
776,mozilla.org,Data Science,0.98
777,mozilla.org,Shield,0.83
778,mozilla.org,Remote Protocol,1.00
779,mozilla.org,Testing Graveyard,1.00
780,mozilla.org,Camino Graveyard,0.00
781,mozilla.org,Core Graveyard,0.67
782,mozilla.org,Cloud Services Graveyard,1.00
783,mozilla.org,Firefox Graveyard,1.00
784,mozilla.org,Add-on SDK Graveyard,1.00
785,mozilla.org,Firefox for Android Graveyard,0.00
786,mozilla.org,Toolkit Graveyard,0.25
787,mozilla.org,Penelope Graveyard,0.00
788,mozilla.org,Web Compatibility,1.00
789,mozilla.org,Infrastructure & Operations Graveyard,1.00
790,mozilla.org,DevTools Graveyard,1.00
791,mozilla.org,Testopia,0.00
792,mozilla.org,Directory,0.00
793,Testing,Core,0.54
794,Testing,MailNews Core,0.06
795,Testing,SeaMonkey,0.05
796,Testing,Bugzilla,0.12
797,Testing,Firefox,0.62
798,Testing,Other Applications,0.27
799,Testing,NSS,0.03
800,Testing,Calendar,0.11
801,Testing,Thunderbird,0.08
802,Testing,Marketing,0.97
803,Testing,Toolkit,0.78
804,Testing,NSPR,0.11
805,Testing,mozilla.org,1.00
806,Testing,Firefox Build System,0.98
807,Testing,Socorro,0.96
808,Testing,DevTools,0.98
809,Testing,developer.mozilla.org,0.99
810,Testing,Participation Infrastructure,0.99
811,Testing,www.mozilla.org,1.00
812,Testing,Infrastructure & Operations,0.99
813,Testing,Developer Engagement,0.83
814,Testing,Enterprise Information Security,1.00
815,Testing,Instantbird,1.00
816,Testing,Chat Core,0.97
817,Testing,Mozilla Foundation Communications,1.00
818,Testing,Firefox for Android,0.98
819,Testing,Tree Management,0.99
820,Testing,Community Building,1.00
821,Testing,support.mozilla.org,0.88
822,Testing,bugzilla.mozilla.org,0.96
823,Testing,Developer Documentation,1.00
824,Testing,WebExtensions,0.95
825,Testing,Localization Infrastructure and Tools,1.00
826,Testing,Cloud Services,0.92
827,Testing,Firefox for iOS,0.99
828,Testing,Taskcluster,0.99
829,Testing,GeckoView,1.00
830,Testing,Release Engineering,0.99
831,Testing,Data Platform and Tools,1.00
832,Testing,Developer Services,0.99
833,Testing,Focus-iOS,1.00
834,Testing,Webtools,0.79
835,Testing,External Software Affecting Firefox,1.00
836,Testing,Conduit,0.93
837,Testing,Data Science,0.98
838,Testing,Shield,0.83
839,Testing,Remote Protocol,1.00
840,Testing,Testing Graveyard,1.00
841,Testing,Camino Graveyard,0.00
842,Testing,Core Graveyard,0.67
843,Testing,Cloud Services Graveyard,1.00
844,Testing,Firefox Graveyard,1.00
845,Testing,Add-on SDK Graveyard,1.00
846,Testing,Firefox for Android Graveyard,0.00
847,Testing,Toolkit Graveyard,0.25
848,Testing,Penelope Graveyard,0.00
849,Testing,Web Compatibility,1.00
850,Testing,Infrastructure & Operations Graveyard,1.00
851,Testing,DevTools Graveyard,1.00
852,Testing,Testopia,0.00
853,Testing,Directory,0.00
854,Firefox Build System,Core,0.54
855,Firefox Build System,MailNews Core,0.06
856,Firefox Build System,SeaMonkey,0.05
857,Firefox Build System,Bugzilla,0.12
858,Firefox Build System,Firefox,0.62
859,Firefox Build System,Other Applications,0.27
860,Firefox Build System,NSS,0.03
861,Firefox Build System,Calendar,0.11
862,Firefox Build System,Thunderbird,0.08
863,Firefox Build System,Marketing,0.97
864,Firefox Build System,Toolkit,0.78
865,Firefox Build System,NSPR,0.11
866,Firefox Build System,mozilla.org,1.00
867,Firefox Build System,Testing,0.99
868,Firefox Build System,Socorro,0.96
869,Firefox Build System,DevTools,0.98
870,Firefox Build System,developer.mozilla.org,0.99
871,Firefox Build System,Participation Infrastructure,0.99
872,Firefox Build System,www.mozilla.org,1.00
873,Firefox Build System,Infrastructure & Operations,0.99
874,Firefox Build System,Developer Engagement,0.83
875,Firefox Build System,Enterprise Information Security,1.00
876,Firefox Build System,Instantbird,1.00
877,Firefox Build System,Chat Core,0.97
878,Firefox Build System,Mozilla Foundation Communications,1.00
879,Firefox Build System,Firefox for Android,0.98
880,Firefox Build System,Tree Management,0.99
881,Firefox Build System,Community Building,1.00
882,Firefox Build System,support.mozilla.org,0.88
883,Firefox Build System,bugzilla.mozilla.org,0.96
884,Firefox Build System,Developer Documentation,1.00
885,Firefox Build System,WebExtensions,0.95
886,Firefox Build System,Localization Infrastructure and Tools,1.00
887,Firefox Build System,Cloud Services,0.92
888,Firefox Build System,Firefox for iOS,0.99
889,Firefox Build System,Taskcluster,0.99
890,Firefox Build System,GeckoView,1.00
891,Firefox Build System,Release Engineering,0.99
892,Firefox Build System,Data Platform and Tools,1.00
893,Firefox Build System,Developer Services,0.99
894,Firefox Build System,Focus-iOS,1.00
895,Firefox Build System,Webtools,0.79
896,Firefox Build System,External Software Affecting Firefox,1.00
897,Firefox Build System,Conduit,0.93
898,Firefox Build System,Data Science,0.98
899,Firefox Build System,Shield,0.83
900,Firefox Build System,Remote Protocol,1.00
901,Firefox Build System,Testing Graveyard,1.00
902,Firefox Build System,Camino Graveyard,0.00
903,Firefox Build System,Core Graveyard,0.67
904,Firefox Build System,Cloud Services Graveyard,1.00
905,Firefox Build System,Firefox Graveyard,1.00
906,Firefox Build System,Add-on SDK Graveyard,1.00
907,Firefox Build System,Firefox for Android Graveyard,0.00
908,Firefox Build System,Toolkit Graveyard,0.25
909,Firefox Build System,Penelope Graveyard,0.00
910,Firefox Build System,Web Compatibility,1.00
911,Firefox Build System,Infrastructure & Operations Graveyard,1.00
912,Firefox Build System,DevTools Graveyard,1.00
913,Firefox Build System,Testopia,0.00
914,Firefox Build System,Directory,0.00
915,Socorro,Core,0.54
916,Socorro,MailNews Core,0.06
917,Socorro,SeaMonkey,0.05
918,Socorro,Bugzilla,0.12
919,Socorro,Firefox,0.62
920,Socorro,Other Applications,0.27
921,Socorro,NSS,0.03
922,Socorro,Calendar,0.11
923,Socorro,Thunderbird,0.08
924,Socorro,Marketing,0.97
925,Socorro,Toolkit,0.78
926,Socorro,NSPR,0.11
927,Socorro,mozilla.org,1.00
928,Socorro,Testing,0.99
929,Socorro,Firefox Build System,0.98
930,Socorro,DevTools,0.98
931,Socorro,developer.mozilla.org,0.99
932,Socorro,Participation Infrastructure,0.99
933,Socorro,www.mozilla.org,1.00
934,Socorro,Infrastructure & Operations,0.99
935,Socorro,Developer Engagement,0.83
936,Socorro,Enterprise Information Security,1.00
937,Socorro,Instantbird,1.00
938,Socorro,Chat Core,0.97
939,Socorro,Mozilla Foundation Communications,1.00
940,Socorro,Firefox for Android,0.98
941,Socorro,Tree Management,0.99
942,Socorro,Community Building,1.00
943,Socorro,support.mozilla.org,0.88
944,Socorro,bugzilla.mozilla.org,0.96
945,Socorro,Developer Documentation,1.00
946,Socorro,WebExtensions,0.95
947,Socorro,Localization Infrastructure and Tools,1.00
948,Socorro,Cloud Services,0.92
949,Socorro,Firefox for iOS,0.99
950,Socorro,Taskcluster,0.99
951,Socorro,GeckoView,1.00
952,Socorro,Release Engineering,0.99
953,Socorro,Data Platform and Tools,1.00
954,Socorro,Developer Services,0.99
955,Socorro,Focus-iOS,1.00
956,Socorro,Webtools,0.79
957,Socorro,External Software Affecting Firefox,1.00
958,Socorro,Conduit,0.93
959,Socorro,Data Science,0.98
960,Socorro,Shield,0.83
961,Socorro,Remote Protocol,1.00
962,Socorro,Testing Graveyard,1.00
963,Socorro,Camino Graveyard,0.00
964,Socorro,Core Graveyard,0.67
965,Socorro,Cloud Services Graveyard,1.00
966,Socorro,Firefox Graveyard,1.00
967,Socorro,Add-on SDK Graveyard,1.00
968,Socorro,Firefox for Android Graveyard,0.00
969,Socorro,Toolkit Graveyard,0.25
970,Socorro,Penelope Graveyard,0.00
971,Socorro,Web Compatibility,1.00
972,Socorro,Infrastructure & Operations Graveyard,1.00
973,Socorro,DevTools Graveyard,1.00
974,Socorro,Testopia,0.00
975,Socorro,Directory,0.00
976,DevTools,Core,0.54
977,DevTools,MailNews Core,0.06
978,DevTools,SeaMonkey,0.05
979,DevTools,Bugzilla,0.12
980,DevTools,Firefox,0.62
981,DevTools,Other Applications,0.27
982,DevTools,NSS,0.03
983,DevTools,Calendar,0.11
984,DevTools,Thunderbird,0.08
985,DevTools,Marketing,0.97
986,DevTools,Toolkit,0.78
987,DevTools,NSPR,0.11
988,DevTools,mozilla.org,1.00
989,DevTools,Testing,0.99
990,DevTools,Firefox Build System,0.98
991,DevTools,Socorro,0.96
992,DevTools,developer.mozilla.org,0.99
993,DevTools,Participation Infrastructure,0.99
994,DevTools,www.mozilla.org,1.00
995,DevTools,Infrastructure & Operations,0.99
996,DevTools,Developer Engagement,0.83
997,DevTools,Enterprise Information Security,1.00
998,DevTools,Instantbird,1.00
999,DevTools,Chat Core,0.97
1000,DevTools,Mozilla Foundation Communications,1.00
1001,DevTools,Firefox for Android,0.98
1002,DevTools,Tree Management,0.99
1003,DevTools,Community Building,1.00
1004,DevTools,support.mozilla.org,0.88
1005,DevTools,bugzilla.mozilla.org,0.96
1006,DevTools,Developer Documentation,1.00
1007,DevTools,WebExtensions,0.95
1008,DevTools,Localization Infrastructure and Tools,1.00
1009,DevTools,Cloud Services,0.92
1010,DevTools,Firefox for iOS,0.99
1011,DevTools,Taskcluster,0.99
1012,DevTools,GeckoView,1.00
1013,DevTools,Release Engineering,0.99
1014,DevTools,Data Platform and Tools,1.00
1015,DevTools,Developer Services,0.99
1016,DevTools,Focus-iOS,1.00
1017,DevTools,Webtools,0.79
1018,DevTools,External Software Affecting Firefox,1.00
1019,DevTools,Conduit,0.93
1020,DevTools,Data Science,0.98
1021,DevTools,Shield,0.83
1022,DevTools,Remote Protocol,1.00
1023,DevTools,Testing Graveyard,1.00
1024,DevTools,Camino Graveyard,0.00
1025,DevTools,Core Graveyard,0.67
1026,DevTools,Cloud Services Graveyard,1.00
1027,DevTools,Firefox Graveyard,1.00
1028,DevTools,Add-on SDK Graveyard,1.00
1029,DevTools,Firefox for Android Graveyard,0.00
1030,DevTools,Toolkit Graveyard,0.25
1031,DevTools,Penelope Graveyard,0.00
1032,DevTools,Web Compatibility,1.00
1033,DevTools,Infrastructure & Operations Graveyard,1.00
1034,DevTools,DevTools Graveyard,1.00
1035,DevTools,Testopia,0.00
1036,DevTools,Directory,0.00
1037,developer.mozilla.org,Core,0.54
1038,developer.mozilla.org,MailNews Core,0.06
1039,developer.mozilla.org,SeaMonkey,0.05
1040,developer.mozilla.org,Bugzilla,0.12
1041,developer.mozilla.org,Firefox,0.62
1042,developer.mozilla.org,Other Applications,0.27
1043,developer.mozilla.org,NSS,0.03
1044,developer.mozilla.org,Calendar,0.11
1045,developer.mozilla.org,Thunderbird,0.08
1046,developer.mozilla.org,Marketing,0.97
1047,developer.mozilla.org,Toolkit,0.78
1048,developer.mozilla.org,NSPR,0.11
1049,developer.mozilla.org,mozilla.org,1.00
1050,developer.mozilla.org,Testing,0.99
1051,developer.mozilla.org,Firefox Build System,0.98
1052,developer.mozilla.org,Socorro,0.96
1053,developer.mozilla.org,DevTools,0.98
1054,developer.mozilla.org,Participation Infrastructure,0.99
1055,developer.mozilla.org,www.mozilla.org,1.00
1056,developer.mozilla.org,Infrastructure & Operations,0.99
1057,developer.mozilla.org,Developer Engagement,0.83
1058,developer.mozilla.org,Enterprise Information Security,1.00
1059,developer.mozilla.org,Instantbird,1.00
1060,developer.mozilla.org,Chat Core,0.97
1061,developer.mozilla.org,Mozilla Foundation Communications,1.00
1062,developer.mozilla.org,Firefox for Android,0.98
1063,developer.mozilla.org,Tree Management,0.99
1064,developer.mozilla.org,Community Building,1.00
1065,developer.mozilla.org,support.mozilla.org,0.88
1066,developer.mozilla.org,bugzilla.mozilla.org,0.96
1067,developer.mozilla.org,Developer Documentation,1.00
1068,developer.mozilla.org,WebExtensions,0.95
1069,developer.mozilla.org,Localization Infrastructure and Tools,1.00
1070,developer.mozilla.org,Cloud Services,0.92
1071,developer.mozilla.org,Firefox for iOS,0.99
1072,developer.mozilla.org,Taskcluster,0.99
1073,developer.mozilla.org,GeckoView,1.00
1074,developer.mozilla.org,Release Engineering,0.99
1075,developer.mozilla.org,Data Platform and Tools,1.00
1076,developer.mozilla.org,Developer Services,0.99
1077,developer.mozilla.org,Focus-iOS,1.00
1078,developer.mozilla.org,Webtools,0.79
1079,developer.mozilla.org,External Software Affecting Firefox,1.00
1080,developer.mozilla.org,Conduit,0.93
1081,developer.mozilla.org,Data Science,0.98
1082,developer.mozilla.org,Shield,0.83
1083,developer.mozilla.org,Remote Protocol,1.00
1084,developer.mozilla.org,Testing Graveyard,1.00
1085,developer.mozilla.org,Camino Graveyard,0.00
1086,developer.mozilla.org,Core Graveyard,0.67
1087,developer.mozilla.org,Cloud Services Graveyard,1.00
1088,developer.mozilla.org,Firefox Graveyard,1.00
1089,developer.mozilla.org,Add-on SDK Graveyard,1.00
1090,developer.mozilla.org,Firefox for Android Graveyard,0.00
1091,developer.mozilla.org,Toolkit Graveyard,0.25
1092,developer.mozilla.org,Penelope Graveyard,0.00
1093,developer.mozilla.org,Web Compatibility,1.00
1094,developer.mozilla.org,Infrastructure & Operations Graveyard,1.00
1095,developer.mozilla.org,DevTools Graveyard,1.00
1096,developer.mozilla.org,Testopia,0.00
1097,developer.mozilla.org,Directory,0.00
1098,Participation Infrastructure,Core,0.54
1099,Participation Infrastructure,MailNews Core,0.06
1100,Participation Infrastructure,SeaMonkey,0.05
1101,Participation Infrastructure,Bugzilla,0.12
1102,Participation Infrastructure,Firefox,0.62
1103,Participation Infrastructure,Other Applications,0.27
1104,Participation Infrastructure,NSS,0.03
1105,Participation Infrastructure,Calendar,0.11
1106,Participation Infrastructure,Thunderbird,0.08
1107,Participation Infrastructure,Marketing,0.97
1108,Participation Infrastructure,Toolkit,0.78
1109,Participation Infrastructure,NSPR,0.11
1110,Participation Infrastructure,mozilla.org,1.00
1111,Participation Infrastructure,Testing,0.99
1112,Participation Infrastructure,Firefox Build System,0.98
1113,Participation Infrastructure,Socorro,0.96
1114,Participation Infrastructure,DevTools,0.98
1115,Participation Infrastructure,developer.mozilla.org,0.99
1116,Participation Infrastructure,www.mozilla.org,1.00
1117,Participation Infrastructure,Infrastructure & Operations,0.99
1118,Participation Infrastructure,Developer Engagement,0.83
1119,Participation Infrastructure,Enterprise Information Security,1.00
1120,Participation Infrastructure,Instantbird,1.00
1121,Participation Infrastructure,Chat Core,0.97
1122,Participation Infrastructure,Mozilla Foundation Communications,1.00
1123,Participation Infrastructure,Firefox for Android,0.98
1124,Participation Infrastructure,Tree Management,0.99
1125,Participation Infrastructure,Community Building,1.00
1126,Participation Infrastructure,support.mozilla.org,0.88
1127,Participation Infrastructure,bugzilla.mozilla.org,0.96
1128,Participation Infrastructure,Developer Documentation,1.00
1129,Participation Infrastructure,WebExtensions,0.95
1130,Participation Infrastructure,Localization Infrastructure and Tools,1.00
1131,Participation Infrastructure,Cloud Services,0.92
1132,Participation Infrastructure,Firefox for iOS,0.99
1133,Participation Infrastructure,Taskcluster,0.99
1134,Participation Infrastructure,GeckoView,1.00
1135,Participation Infrastructure,Release Engineering,0.99
1136,Participation Infrastructure,Data Platform and Tools,1.00
1137,Participation Infrastructure,Developer Services,0.99
1138,Participation Infrastructure,Focus-iOS,1.00
1139,Participation Infrastructure,Webtools,0.79
1140,Participation Infrastructure,External Software Affecting Firefox,1.00
1141,Participation Infrastructure,Conduit,0.93
1142,Participation Infrastructure,Data Science,0.98
1143,Participation Infrastructure,Shield,0.83
1144,Participation Infrastructure,Remote Protocol,1.00
1145,Participation Infrastructure,Testing Graveyard,1.00
1146,Participation Infrastructure,Camino Graveyard,0.00
1147,Participation Infrastructure,Core Graveyard,0.67
1148,Participation Infrastructure,Cloud Services Graveyard,1.00
1149,Participation Infrastructure,Firefox Graveyard,1.00
1150,Participation Infrastructure,Add-on SDK Graveyard,1.00
1151,Participation Infrastructure,Firefox for Android Graveyard,0.00
1152,Participation Infrastructure,Toolkit Graveyard,0.25
1153,Participation Infrastructure,Penelope Graveyard,0.00
1154,Participation Infrastructure,Web Compatibility,1.00
1155,Participation Infrastructure,Infrastructure & Operations Graveyard,1.00
1156,Participation Infrastructure,DevTools Graveyard,1.00
1157,Participation Infrastructure,Testopia,0.00
1158,Participation Infrastructure,Directory,0.00
1159,www.mozilla.org,Core,0.54
1160,www.mozilla.org,MailNews Core,0.06
1161,www.mozilla.org,SeaMonkey,0.05
1162,www.mozilla.org,Bugzilla,0.12
1163,www.mozilla.org,Firefox,0.62
1164,www.mozilla.org,Other Applications,0.27
1165,www.mozilla.org,NSS,0.03
1166,www.mozilla.org,Calendar,0.11
1167,www.mozilla.org,Thunderbird,0.08
1168,www.mozilla.org,Marketing,0.97
1169,www.mozilla.org,Toolkit,0.78
1170,www.mozilla.org,NSPR,0.11
1171,www.mozilla.org,mozilla.org,1.00
1172,www.mozilla.org,Testing,0.99
1173,www.mozilla.org,Firefox Build System,0.98
1174,www.mozilla.org,Socorro,0.96
1175,www.mozilla.org,DevTools,0.98
1176,www.mozilla.org,developer.mozilla.org,0.99
1177,www.mozilla.org,Participation Infrastructure,0.99
1178,www.mozilla.org,Infrastructure & Operations,0.99
1179,www.mozilla.org,Developer Engagement,0.83
1180,www.mozilla.org,Enterprise Information Security,1.00
1181,www.mozilla.org,Instantbird,1.00
1182,www.mozilla.org,Chat Core,0.97
1183,www.mozilla.org,Mozilla Foundation Communications,1.00
1184,www.mozilla.org,Firefox for Android,0.98
1185,www.mozilla.org,Tree Management,0.99
1186,www.mozilla.org,Community Building,1.00
1187,www.mozilla.org,support.mozilla.org,0.88
1188,www.mozilla.org,bugzilla.mozilla.org,0.96
1189,www.mozilla.org,Developer Documentation,1.00
1190,www.mozilla.org,WebExtensions,0.95
1191,www.mozilla.org,Localization Infrastructure and Tools,1.00
1192,www.mozilla.org,Cloud Services,0.92
1193,www.mozilla.org,Firefox for iOS,0.99
1194,www.mozilla.org,Taskcluster,0.99
1195,www.mozilla.org,GeckoView,1.00
1196,www.mozilla.org,Release Engineering,0.99
1197,www.mozilla.org,Data Platform and Tools,1.00
1198,www.mozilla.org,Developer Services,0.99
1199,www.mozilla.org,Focus-iOS,1.00
1200,www.mozilla.org,Webtools,0.79
1201,www.mozilla.org,External Software Affecting Firefox,1.00
1202,www.mozilla.org,Conduit,0.93
1203,www.mozilla.org,Data Science,0.98
1204,www.mozilla.org,Shield,0.83
1205,www.mozilla.org,Remote Protocol,1.00
1206,www.mozilla.org,Testing Graveyard,1.00
1207,www.mozilla.org,Camino Graveyard,0.00
1208,www.mozilla.org,Core Graveyard,0.67
1209,www.mozilla.org,Cloud Services Graveyard,1.00
1210,www.mozilla.org,Firefox Graveyard,1.00
1211,www.mozilla.org,Add-on SDK Graveyard,1.00
1212,www.mozilla.org,Firefox for Android Graveyard,0.00
1213,www.mozilla.org,Toolkit Graveyard,0.25
1214,www.mozilla.org,Penelope Graveyard,0.00
1215,www.mozilla.org,Web Compatibility,1.00
1216,www.mozilla.org,Infrastructure & Operations Graveyard,1.00
1217,www.mozilla.org,DevTools Graveyard,1.00
1218,www.mozilla.org,Testopia,0.00
1219,www.mozilla.org,Directory,0.00
1220,Infrastructure & Operations,Core,0.54
1221,Infrastructure & Operations,MailNews Core,0.06
1222,Infrastructure & Operations,SeaMonkey,0.05
1223,Infrastructure & Operations,Bugzilla,0.12
1224,Infrastructure & Operations,Firefox,0.62
1225,Infrastructure & Operations,Other Applications,0.27
1226,Infrastructure & Operations,NSS,0.03
1227,Infrastructure & Operations,Calendar,0.11
1228,Infrastructure & Operations,Thunderbird,0.08
1229,Infrastructure & Operations,Marketing,0.97
1230,Infrastructure & Operations,Toolkit,0.78
1231,Infrastructure & Operations,NSPR,0.11
1232,Infrastructure & Operations,mozilla.org,1.00
1233,Infrastructure & Operations,Testing,0.99
1234,Infrastructure & Operations,Firefox Build System,0.98
1235,Infrastructure & Operations,Socorro,0.96
1236,Infrastructure & Operations,DevTools,0.98
1237,Infrastructure & Operations,developer.mozilla.org,0.99
1238,Infrastructure & Operations,Participation Infrastructure,0.99
1239,Infrastructure & Operations,www.mozilla.org,1.00
1240,Infrastructure & Operations,Developer Engagement,0.83
1241,Infrastructure & Operations,Enterprise Information Security,1.00
1242,Infrastructure & Operations,Instantbird,1.00
1243,Infrastructure & Operations,Chat Core,0.97
1244,Infrastructure & Operations,Mozilla Foundation Communications,1.00
1245,Infrastructure & Operations,Firefox for Android,0.98
1246,Infrastructure & Operations,Tree Management,0.99
1247,Infrastructure & Operations,Community Building,1.00
1248,Infrastructure & Operations,support.mozilla.org,0.88
1249,Infrastructure & Operations,bugzilla.mozilla.org,0.96
1250,Infrastructure & Operations,Developer Documentation,1.00
1251,Infrastructure & Operations,WebExtensions,0.95
1252,Infrastructure & Operations,Localization Infrastructure and Tools,1.00
1253,Infrastructure & Operations,Cloud Services,0.92
1254,Infrastructure & Operations,Firefox for iOS,0.99
1255,Infrastructure & Operations,Taskcluster,0.99
1256,Infrastructure & Operations,GeckoView,1.00
1257,Infrastructure & Operations,Release Engineering,0.99
1258,Infrastructure & Operations,Data Platform and Tools,1.00
1259,Infrastructure & Operations,Developer Services,0.99
1260,Infrastructure & Operations,Focus-iOS,1.00
1261,Infrastructure & Operations,Webtools,0.79
1262,Infrastructure & Operations,External Software Affecting Firefox,1.00
1263,Infrastructure & Operations,Conduit,0.93
1264,Infrastructure & Operations,Data Science,0.98
1265,Infrastructure & Operations,Shield,0.83
1266,Infrastructure & Operations,Remote Protocol,1.00
1267,Infrastructure & Operations,Testing Graveyard,1.00
1268,Infrastructure & Operations,Camino Graveyard,0.00
1269,Infrastructure & Operations,Core Graveyard,0.67
1270,Infrastructure & Operations,Cloud Services Graveyard,1.00
1271,Infrastructure & Operations,Firefox Graveyard,1.00
1272,Infrastructure & Operations,Add-on SDK Graveyard,1.00
1273,Infrastructure & Operations,Firefox for Android Graveyard,0.00
1274,Infrastructure & Operations,Toolkit Graveyard,0.25
1275,Infrastructure & Operations,Penelope Graveyard,0.00
1276,Infrastructure & Operations,Web Compatibility,1.00
1277,Infrastructure & Operations,Infrastructure & Operations Graveyard,1.00
1278,Infrastructure & Operations,DevTools Graveyard,1.00
1279,Infrastructure & Operations,Testopia,0.00
1280,Infrastructure & Operations,Directory,0.00
1281,Developer Engagement,Core,0.54
1282,Developer Engagement,MailNews Core,0.06
1283,Developer Engagement,SeaMonkey,0.05
1284,Developer Engagement,Bugzilla,0.12
1285,Developer Engagement,Firefox,0.62
1286,Developer Engagement,Other Applications,0.27
1287,Developer Engagement,NSS,0.03
1288,Developer Engagement,Calendar,0.11
1289,Developer Engagement,Thunderbird,0.08
1290,Developer Engagement,Marketing,0.97
1291,Developer Engagement,Toolkit,0.78
1292,Developer Engagement,NSPR,0.11
1293,Developer Engagement,mozilla.org,1.00
1294,Developer Engagement,Testing,0.99
1295,Developer Engagement,Firefox Build System,0.98
1296,Developer Engagement,Socorro,0.96
1297,Developer Engagement,DevTools,0.98
1298,Developer Engagement,developer.mozilla.org,0.99
1299,Developer Engagement,Participation Infrastructure,0.99
1300,Developer Engagement,www.mozilla.org,1.00
1301,Developer Engagement,Infrastructure & Operations,0.99
1302,Developer Engagement,Enterprise Information Security,1.00
1303,Developer Engagement,Instantbird,1.00
1304,Developer Engagement,Chat Core,0.97
1305,Developer Engagement,Mozilla Foundation Communications,1.00
1306,Developer Engagement,Firefox for Android,0.98
1307,Developer Engagement,Tree Management,0.99
1308,Developer Engagement,Community Building,1.00
1309,Developer Engagement,support.mozilla.org,0.88
1310,Developer Engagement,bugzilla.mozilla.org,0.96
1311,Developer Engagement,Developer Documentation,1.00
1312,Developer Engagement,WebExtensions,0.95
1313,Developer Engagement,Localization Infrastructure and Tools,1.00
1314,Developer Engagement,Cloud Services,0.92
1315,Developer Engagement,Firefox for iOS,0.99
1316,Developer Engagement,Taskcluster,0.99
1317,Developer Engagement,GeckoView,1.00
1318,Developer Engagement,Release Engineering,0.99
1319,Developer Engagement,Data Platform and Tools,1.00
1320,Developer Engagement,Developer Services,0.99
1321,Developer Engagement,Focus-iOS,1.00
1322,Developer Engagement,Webtools,0.79
1323,Developer Engagement,External Software Affecting Firefox,1.00
1324,Developer Engagement,Conduit,0.93
1325,Developer Engagement,Data Science,0.98
1326,Developer Engagement,Shield,0.83
1327,Developer Engagement,Remote Protocol,1.00
1328,Developer Engagement,Testing Graveyard,1.00
1329,Developer Engagement,Camino Graveyard,0.00
1330,Developer Engagement,Core Graveyard,0.67
1331,Developer Engagement,Cloud Services Graveyard,1.00
1332,Developer Engagement,Firefox Graveyard,1.00
1333,Developer Engagement,Add-on SDK Graveyard,1.00
1334,Developer Engagement,Firefox for Android Graveyard,0.00
1335,Developer Engagement,Toolkit Graveyard,0.25
1336,Developer Engagement,Penelope Graveyard,0.00
1337,Developer Engagement,Web Compatibility,1.00
1338,Developer Engagement,Infrastructure & Operations Graveyard,1.00
1339,Developer Engagement,DevTools Graveyard,1.00
1340,Developer Engagement,Testopia,0.00
1341,Developer Engagement,Directory,0.00
1342,Enterprise Information Security,Core,0.54
1343,Enterprise Information Security,MailNews Core,0.06
1344,Enterprise Information Security,SeaMonkey,0.05
1345,Enterprise Information Security,Bugzilla,0.12
1346,Enterprise Information Security,Firefox,0.62
